Nom,Prénom,Compte twitter,Élu au,twitterid,follows,id,name,screen_name,created_at,time_zone,utc_offset,protected,verified,url,lang,description,statuses_count,favourites_count,followers_count,following,friends_count,listed_count,geo_enabled,has_extended_profile,is_translation_enabled,is_translator,contributors_enabled,default_profile,default_profile_image,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_location,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image
"GIRARD","Christophe","@cgirard","Les deux","cgirard","dversini|ericlejoindre|scharnoz|balasguillaume|remiferaud|yaminabenguigui|pybournazel|jbmenguy75015|philippe_goujon|didguillot|ch_brun|jvplace|pierrekanuty|jm_leguen|ianbrossat|baratti_elbaz|brigitte_kuster|nadabomangoli|jerome_coumet|mpdelagontrie|alisoumare|rogermadec|brunojulliard|julienbayou|datirachida|cocoruf|maopeninou|jb_bros|cbrossel|juliendray|dassouline|benoithamon|nk_m|jeanlucromero|flefebvre_rf|jphuchon|anne_hidalgo|egregoire",15996880,"Christophe Girard","cgirard","2008-08-26T14:25:55","Paris",3600,,,"http://www.christophe-girard.fr","fr","Maire du 4e arrondissement de @Paris",13434,78,15983,,1315,467,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/458717063209431040/IOi3Mvup_normal.jpeg","https://pbs.twimg.com/profile_images/458717063209431040/IOi3Mvup_normal.jpeg","0084B4",,"C0DEED","DDEEF6","333333",true
"BRUN","Charlotte","@ch_brun","Conseil régional d'IdF","ch_brun","mounirsatouri|acordebard|frank_cecco|dversini|audeevin|baratti_elbaz|pbloche|carine_petit|marierichard77|myriamelkhomri|egregoire|plaurent_pcf|nk_m|gpoiraultgauvin|blandiot_faride|annick_lepetit|ianbrossat|jgleizes|nathaliemaquoi|geoffroydidier|philippeducloux|pascalcherki|didierfischer1|gilmau|jm_leguen|paulineveron|yannicktrigance|emmanuelmaurel|scharnoz|remiferaud|bmarquaille|g_wortham|jushbb|agillmann|eddieait_of|fredhoc|murielguenoux|rosesarkissian|michele_sabban|francoiskalfon|mgvlg|llechatellier|jeromeimpe|pierreserne|alisoumare|leafiloche|yaminabenguigui|mpdelagontrie|cdallonnes|nadabomangoli|bfrancois_eelv|emmacosse|jeanlucromero|pkomites|fdelapierre|jeanmarcbrule|robertoadrian|cbrossel|sgrandgambe|cgirard|vpecresse|jvplace|hichamaffane|pierrekanuty|balasguillaume|jphuchon|mmancel|juliendray|cocoruf|maopeninou|mariannelouis|anne_hidalgo|julienbayou|brunojulliard|dassouline|benoithamon",255128617,"Charlotte Brun","ch_brun","2011-02-20T18:50:13","Paris",3600,,,"http://www.facebook.com/ps.charlottebrun","fr","Adjointe au maire de #Lille @MartineAubry, #éducation #Wazemmes #prof #ecolo #socialist #PS #YesPds @pdesaintignon",4148,327,7571,,1758,178,,,,,,,,"352726","http://pbs.twimg.com/profile_background_images/278441312/493.JPG","https://pbs.twimg.com/profile_background_images/278441312/493.JPG",,"http://pbs.twimg.com/profile_images/645966589305733120/oVNlK8JL_normal.jpg","https://pbs.twimg.com/profile_images/645966589305733120/oVNlK8JL_normal.jpg","D02B55",,"829D5E","99CC33","3E4415",true
"JOUANNO","Chantal","@Chantal_Jouanno","Conseil régional d'IdF","chantal_jouanno","yvespdb|smissoffe|erichelard|l_lafon|rkaroutchi|fredvalletoux|jf_lamour|philippe_goujon|dburkli|benoithamon|pybournazel|anne_hidalgo|vpecresse|flefebvre_rf|nk_m|ddouillet",102397481,"Chantal Jouanno","Chantal_Jouanno","2010-01-06T15:21:38","Belgrade",3600,,true,"http://www.senat.fr/senateur/jouanno_chantal09001p.html","fr","Sénatrice, conseillère régionale d'Île-de-France, porte-parole de l'@UDI_off",4776,242,40656,,157,740,true,,,,,,,"B2DFDA","http://abs.twimg.com/images/themes/theme13/bg.gif","https://abs.twimg.com/images/themes/theme13/bg.gif",,"http://pbs.twimg.com/profile_images/624018543/CHANTAL_JOUANNO__8__normal.JPG","https://pbs.twimg.com/profile_images/624018543/CHANTAL_JOUANNO__8__normal.JPG","93A644",,"EEEEEE","FFFFFF","333333",true
"BRUNEL","Chantal","@chantalbrunel","Conseil régional d'IdF","chantalbrunel","fredvalletoux|gybloch|jerome_coumet|pbloche|pascalcherki|annick_lepetit|danielvaillant|franckmargain|desarnez|gpoiraultgauvin|catherine_dumas|floberthout_05|jvplace|dassouline|jphuchon|anne_hidalgo|vmontandon|patrick_tremege|sve83|nathfanfant|a_vesperini|karampatrick|sdeschiens|adefressenel|jp_lecoq|dburkli|vincentroger754|pierreserne|ddouillet|philippe_goujon|lellouchepierre|jdbrg|mpbadre|gillesbattailt|rosesarkissian|francoiskalfon|chantal_jouanno|flefebvre_rf|rkaroutchi|benoithamon|bernard_debre|geoffroydidier|rezeg_hamida|datirachida|brunobeschizza|pybournazel|durovray|claudegoasguen|jf_lamour|beaudetstephane|vpecresse|nk_m",248750720,"Chantal Brunel","chantalbrunel","2011-02-07T17:04:54","Paris",3600,,,"http://www.chantalbrunel.net","fr","Maire de Bussy Saint-Georges, Conseillère régionale #IDF (députée 2002-2012)",1245,362,1184,,947,41,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/652043765100716032/8gavnpfm_normal.jpg","https://pbs.twimg.com/profile_images/652043765100716032/8gavnpfm_normal.jpg","0084B4",,"C0DEED","DDEEF6","333333",true
"FREY","Christine","@christine_frey1","Conseil régional d'IdF","christine_frey1","patricebessac|tassouline|geoffroydidier|nabilakeramane|antoinetteguhl|celia_blauel|virginiedaspet|jb_bros|audeevin|annick_olivier|c_najdovski|bernardjomier|nadiabrahimi|jacquesboutault|fredhoc|pklugman|ericcoquerel|jfpellissier|pascalcherki|psainsard|carolinemecary|leafiloche|julienbayou|marinettebache|marielaureharel|dversini|plaurent_pcf|lgoldgrab|f_calandra|fvauglin|verolevieux|carine_petit|francoisdagnaud|jerome_coumet|gilmau|provinisandra|didierfischer1|danielvaillant|jlmissika|naweloumer|thomaslauret16|mounirsatouri|guerin_serge|myriamelkhomri|pbloche|annick_lepetit|oliviapolski|yaminabenguigui|ianbrossat|paulineveron|brunojulliard|philippeducloux|ch_brun|mgvlg|michelevitracp|jvplace|emmacosse|baratti_elbaz|michele_sabban|paidenbaum|jeromeimpe|scharnoz|julienbargeton|egregoire|remiferaud|pkomites|hellakr|hzoughebi|eddieait_of|robertoadrian|agillmann|jushbb|bmarquaille|h_doucoure|acordebard|yannicktrigance|g_wortham|cocoruf|ericlejoindre|emmanuelmaurel|vpecresse|maopeninou|mpdelagontrie|alain_amedro|nk_m|juliendray|jm_leguen|sdeschiens|francoiskalfon|clairemonod|brunobeschizza|llechatellier|balasguillaume|mpbadre|didguillot|cdallonnes|cbrossel|rosesarkissian|alisoumare|mariannelouis|hichamaffane|sgrandgambe|benoithamon|murielguenoux|pierreserne|mmancel|cgirard|nadabomangoli|jphuchon|pierrekanuty|rogermadec|jeanlucromero|dassouline|anne_hidalgo",78011870,"Christine Frey","christine_frey1","2009-09-28T13:21:45","Paris",3600,,,"http://un-quartier-du-monde.blogspot.com","fr","Conseillère régionale d'Ile-de-France, conseillère du 3ème arr. de Paris",2795,31,1127,,1066,40,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/655412811212955648/GsGm9a9g_normal.png","https://pbs.twimg.com/profile_images/655412811212955648/GsGm9a9g_normal.png","0084B4",,"C0DEED","DDEEF6","333333",true
"MONOD","Claire","@ClaireMonod","Conseil régional d'IdF","clairemonod","jacquesperreux|jeanlafont|egregoire|rosesarkissian|celia_blauel|yannwehrling|gilmau|jfpellissier|ch_brun|sylvaindesmet|plaurent_pcf|myriamelkhomri|dversini|marclipountz|antoinetteguhl|emmanuelmaurel|jgleizes|mounirsatouri|ericcoquerel|alisoumare|sdeschiens|mariannelouis|mpdelagontrie|david_belliard|nadabomangoli|jeanlucromero|pierrekanuty|g_wortham|leneouannic|nadiaazoug|agillmann|ortegapelletier|bernardjomier|christine_frey1|balasguillaume|robertoadrian|jm_leguen|larrouturou|alain_amedro|legrandaugustin|cocoruf|yves_contassot|solred78|dmbanza|nabilakeramane|fdiehlmann|jacquesboutault|jeanmarcbrule|benoithamon|pierreserne|jphuchon|bfrancois_eelv|julienbayou|emmacosse",249843341,"Claire Monod","ClaireMonod","2011-02-09T22:13:58","Paris",3600,,,,"fr","Conseillère Régionale IdF Candidate Paris avec #EmmaCosse2015 Prospective Innovation Egalité Territoires Numerique #Ecologie #EELV http://claire-monod.eelv.fr",6919,110,1873,,1177,89,,,,,,,,"EDECE9","http://abs.twimg.com/images/themes/theme3/bg.gif","https://abs.twimg.com/images/themes/theme3/bg.gif",,"http://pbs.twimg.com/profile_images/378800000784532237/18311248184f61fa353c72719971baf3_normal.png","https://pbs.twimg.com/profile_images/378800000784532237/18311248184f61fa353c72719971baf3_normal.png","088253",,"D3D2CF","E3E2DE","634047",true
"DARGENT","Claude","@ClaudeDargent15","Conseil de Paris","claudedargent15","yannicktrigance|c_najdovski|jlmissika|pierrekanuty|jm_leguen|danielvaillant|egregoire|fredhoc|nicolas_nordman|virginiedaspet|leafiloche|pascalcherki|pkomites|philippeducloux|jerome_coumet|oliviapolski|julienbargeton|didguillot|f_calandra|fvauglin|scharnoz|myriamelkhomri|paulineveron|brunojulliard|cbrossel|cgirard|maopeninou|pbloche|annick_lepetit|mpdelagontrie|acordebard|paidenbaum|francoisdagnaud|verolevieux|carine_petit|ericlejoindre|baratti_elbaz|remiferaud|ianbrossat|dversini|thomaslauret16|anne_hidalgo",2289769291,"Claude Dargent","ClaudeDargent15","2014-01-13T14:24:29",,,,,"http://www.claude-dargent.fr/","fr","Conseiller PS de Paris et du 15e arrondissement",58,3,213,,176,11,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/426349728154910721/ozfnd52n_normal.jpeg","https://pbs.twimg.com/profile_images/426349728154910721/ozfnd52n_normal.jpeg","0084B4",,"C0DEED","DDEEF6","333333",true
"GOASGUEN","Claude","@ClaudeGoasguen","Conseil de Paris","claudegoasguen","raphaelleprimet|geoffroyboulard|fpechenard|hodentt|honore18e|deborahpawlik|anne_hidalgo|frank_cecco|karampatrick|maudgatel|atachene|pauriacombe|yvespdb|pierregaboriau|pklugman|michassouline|atanaseparis20|julieboillot|erichelard|lellouchepierre|vincentroger754|rkaroutchi|dburkli|sdeschiens|jm_leguen|brigitte_kuster|danielegiazzi|geoffroydidier|nathfanfant|jp_lecoq|cbe16|jf_lamour|catherine_dumas|gpoiraultgauvin|philippe_goujon|datirachida|bernard_debre|flefebvre_rf|ddouillet|pybournazel|ramayade|nk_m|vpecresse",376252824,"Claude Goasguen","ClaudeGoasguen","2011-09-19T15:32:06","Greenland",-10800,,,"http://www.claudegoasguen.fr","fr","Ancien Ministre,  Député-Maire du 16e arrondissement de Paris,  Conseiller de Paris",3937,23,13050,,3117,323,true,,,,,,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/1559448467/cg_normal.jpg","https://pbs.twimg.com/profile_images/1559448467/cg_normal.jpg","0084B4",,"C0DEED","DDEEF6","333333",true
"THOMAS","Claudine","@claudin89286115","Conseil régional d'IdF","claudin89286115","fredvalletoux|brigitte_kuster|durovray|beaudetstephane|rkaroutchi|jdbrg|gillesbattailt|mpbadre|vpecresse|brunobeschizza|pybournazel|gpoiraultgauvin|sdeschiens",1379902482,"claudine thomas","claudin89286115","2013-04-25T17:02:21",,,,,,"fr","Conseillère Régionale d'Ile de France",258,1,163,,112,8,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/3576143223/6b4909b4d9e9096237975a0f8f823c36_normal.jpeg","https://pbs.twimg.com/profile_images/3576143223/6b4909b4d9e9096237975a0f8f823c36_normal.jpeg","0084B4",,"C0DEED","DDEEF6","333333",true
"RUFET","Corinne","@cocoruf","Conseil régional d'IdF","cocoruf","bernardjomier|pjulien18|hellakr|jfpellissier|vpecresse|l_lafon|robertoadrian|anne_hidalgo|eddieait_of|sylvaindesmet|g_wortham|joellemorel11|jerome_coumet|maopeninou|cbrossel|celia_blauel|plaurent_pcf|fdiehlmann|yves_contassot|frank_cecco|pierrekanuty|murielguenoux|c_najdovski|antoinetteguhl|paulineveron|jgleizes|mounirsatouri|didierfischer1|pbloche|celinemalaise|fdelapierre|acordebard|mgvlg|rogermadec|ericcoquerel|gilmau|gatignon_steph|marclipountz|ianbrossat|chantal_jouanno|remiferaud|carolinemecary|pkomites|leneouannic|dassouline|g_vuilletet|jeromeimpe|fredhoc|david_belliard|sgrandgambe|bavay|alisoumare|balasguillaume|julienbargeton|brunojulliard|emmanuelmaurel|mpdelagontrie|nadabomangoli|clairemonod|solred78|ch_brun|dmbanza|llechatellier|nabilakeramane|jvplace|jeanlucromero|cgirard|juliendray|jacquesboutault|jphuchon|nk_m|pierreserne|jeanmarcbrule|julienbayou|benoithamon|emmacosse|juliiiie|alain_amedro|bfrancois_eelv",227756066,"Corinne Rufet","cocoruf","2010-12-17T18:33:03","Pacific Time (US & Canada)",-25200,,,"https://www.facebook.com/rufetcorinne","fr","Vice présidente région @IledeFrance #environnement #agriculture #énergie. Membre du Conseil Fédéral #EELV Culture addict",12973,1418,3151,,1143,159,true,,,,,,,"BADFCD","http://pbs.twimg.com/profile_background_images/401559246/IMG_1532.jpg","https://pbs.twimg.com/profile_background_images/401559246/IMG_1532.jpg",true,"http://pbs.twimg.com/profile_images/534035019711275009/CoQ941Br_normal.jpeg","https://pbs.twimg.com/profile_images/534035019711275009/CoQ941Br_normal.jpeg","FA0808",,"F2E195","FFF7CC","0C3E53",true
"TIBERI","Dominique","@D_Tiberi","Conseil de Paris","d_tiberi","valerienahmias|pascalcherki|fpechenard|jgleizes|karampatrick|jdhauteserre|nathfanfant|hodentt|myriamelkhomri|pierregaboriau|fdelapierre|nk_m|flefebvre_rf|jm_leguen|honore18e|jvplace|ramayade|yvespdb|pauriacombe|erichelard|olga_johnson|fmehal|jeromedubus|larrouturou|jp_lecoq|claudegoasguen|patrick_tremege|cgirard|jerome_coumet|catherine_dumas|dburkli|jeanlucromero|jf_lamour|pybournazel|vpecresse|chantal_jouanno|datirachida|rkaroutchi",1945306862,"Dominique Tiberi","D_Tiberi","2013-10-07T22:29:18","Amsterdam",3600,,,,"fr","Maire-adjoint du 5ème arrondissement de Paris. Compte officiel du candidat aux municipales pour #Paris5 • #MUN75005 #Paris2014",287,94,1039,,1987,22,,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/378800000758117018/3ccf4693ada2e0c81b4456596bbf072e_normal.jpeg","https://pbs.twimg.com/profile_images/378800000758117018/3ccf4693ada2e0c81b4456596bbf072e_normal.jpeg","0084B4",,"C0DEED","DDEEF6","333333",true
"GIAZZI","Danièle","@danielegiazzi","Les deux","danielegiazzi","geoffroyboulard|yannwehrling|adefressenel|beaudetstephane|claudegoasguen|mpbadre|geoffroydidier|karampatrick|durovray|jdbrg|cgirard|juliendray|pybournazel|brigitte_kuster|nk_m|anne_hidalgo|benoithamon|gpoiraultgauvin|rkaroutchi|sdeschiens|vpecresse",553627693,"Danièle Giazzi","danielegiazzi","2012-04-14T15:41:48",,,,,,"fr","Conseiller régional d'ile de France,conseiller de Paris, Economie des médias,politique industrielle. Associé cabinet d'avocats Fidal",3322,30,903,,370,29,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/2144511000/DG-twitter_normal.jpg","https://pbs.twimg.com/profile_images/2144511000/DG-twitter_normal.jpg","0084B4",,"C0DEED","DDEEF6","333333",true
"VAILLANT","Daniel","@danielvaillant","Conseil de Paris","danielvaillant","carine_petit|francoisdagnaud|jacquesboutault|gatignon_steph|philippeducloux|jlmissika|agillmann|baratti_elbaz|michele_sabban|jb_bros|acordebard|paulineveron|egregoire|alisoumare|yaminabenguigui|leafiloche|pkomites|scharnoz|julienbargeton|pbloche|annick_lepetit|ch_brun|francoiskalfon|mariannelouis|juliendray|myriamelkhomri|jeanlucromero|jerome_coumet|jm_leguen|pascalcherki|benoithamon|jphuchon|mpdelagontrie|dassouline|pierrekanuty|paidenbaum|maopeninou|cgirard|brunojulliard|balasguillaume|anne_hidalgo|remiferaud|cbrossel|rogermadec|didguillot|ericlejoindre",501029533,"Daniel Vaillant","danielvaillant","2012-02-23T18:28:10",,,,,,"fr","Député de Paris - Conseiller de Paris",429,5,3426,,717,151,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/2245597862/Vincennes_DV_normal.jpg","https://pbs.twimg.com/profile_images/2245597862/Vincennes_DV_normal.jpg","0084B4",,"C0DEED","DDEEF6","333333",true
"ASSOULINE","David","@dassouline","Conseil de Paris","dassouline","egregoire|vpecresse|emmacosse|patricebessac|danielvaillant|dversini|acordebard|paidenbaum|paulineveron|myriamelkhomri|jerome_coumet|baratti_elbaz|pkomites|f_calandra|plaurent_pcf|cbrossel|pbloche|annick_lepetit|jvplace|emmanuelmaurel|gatignon_steph|datirachida|ch_brun|balasguillaume|ianbrossat|remiferaud|agillmann|cocoruf|naweloumer|jm_leguen|pascalcherki|mpdelagontrie|alisoumare|brunojulliard|nk_m|mariannelouis|ericlejoindre|cgirard|anne_hidalgo|pierrekanuty|jeanlucromero|juliendray|benoithamon|jphuchon|mmancel|nadabomangoli|christine_frey1|rogermadec",61164655,"David Assouline","dassouline","2009-07-29T10:31:49","Paris",3600,,true,"http://david-assouline.net","fr","Sénateur de Paris. Vice-Président de la Commission de la Culture du Sénat. Secrétaire National du Parti Socialiste chargé de la Culture et de l'Audiovisuel",3055,55,23529,,1395,553,,,,,,,,"DBE9ED","http://pbs.twimg.com/profile_background_images/110673448/logo.png","https://pbs.twimg.com/profile_background_images/110673448/logo.png",,"http://pbs.twimg.com/profile_images/555067179918708737/9Su0_ssL_normal.jpeg","https://pbs.twimg.com/profile_images/555067179918708737/9Su0_ssL_normal.jpeg","CC3366",,"DBE9ED","E6F6F9","333333",true
"DATI","Rachida","@datirachida","Conseil de Paris","datirachida","philippe_goujon|vpecresse|lellouchepierre|geoffroydidier|catherine_dumas|yvespdb|nk_m|a_vesperini|hodentt|jp_lecoq|brigitte_kuster|cgirard|pybournazel|ddouillet|gpoiraultgauvin",272401679,"Rachida Dati ن","datirachida","2011-03-26T12:49:22",,,,true,,"fr","",2335,37,101821,,376,1262,true,,,,,,,"C0DEED","http://pbs.twimg.com/profile_background_images/685307273/051291656294716aaf6a017f14b14724.jpeg","https://pbs.twimg.com/profile_background_images/685307273/051291656294716aaf6a017f14b14724.jpeg",,"http://pbs.twimg.com/profile_images/1705548276/image_normal.jpg","https://pbs.twimg.com/profile_images/1705548276/image_normal.jpg","0084B4",,"FFFFFF","DDEEF6","333333",true
"BELLIARD","David","@david_belliard","Conseil de Paris","david_belliard","maudgatel|naweloumer|raphaelleprimet|philippeducloux|f_calandra|remiferaud|aziereeric|pybournazel|pkomites|egregoire|plaurent_pcf|jerome_coumet|atachene|kone_fatou|pklugman|yannwehrling|fgaillanne|nicolasbonneto|leafiloche|baratti_elbaz|carine_petit|oliviapolski|acordebard|julienbargeton|maopeninou|cbrossel|sandrinemees|myriamelkhomri|paulineveron|helenebidard|pjulien18|aurelie_solans|adefressenel|antoinetteguhl|jgleizes|datirachida|c_najdovski|joellemorel11|ianbrossat|jm_leguen|yves_contassot|jeanlucromero|annesouyris|bernardjomier|gatignon_steph|fdelapierre|jlmissika|cgirard|celia_blauel|alain_amedro|juliendray|legrandaugustin|brunojulliard|pierreserne|jphuchon|mpdelagontrie|vpecresse|cocoruf|jacquesboutault|larrouturou|anne_hidalgo|clairemonod|benoithamon|jeanlafont|jeanmarcbrule|nk_m|bfrancois_eelv|llechatellier|emmacosse|jvplace|julienbayou",305783924,"David Belliard","david_belliard","2011-05-26T19:54:08",,,,,"http://davidbelliard.net","fr","Conseiller de #Paris @eelv, Coprésident @ecoloParis #Conseildeparis délégué alimentation et agri urbaine #Paris11, Directeur Dev. @Alternativeseco, and so on...",2616,535,2109,,1010,81,true,,,,,,,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/508564950777094144/H4FC6cGc_normal.jpeg","https://pbs.twimg.com/profile_images/508564950777094144/H4FC6cGc_normal.jpeg","4A913C",,"000000","000000","000000",
"BURKLI","Delphine","@dburkli","Conseil de Paris","dburkli","beaudetstephane|jdhauteserre|gybloch|marielaureharel|jvplace|patrick_tremege|agovciyan|catherine_dumas|maopeninou|brunobeschizza|cgirard|bernard_debre|honore18e|vincentroger754|claudegoasguen|nathfanfant|paulineveron|a_vesperini|jp_lecoq|remiferaud|datirachida|sdeschiens|jf_lamour|jacquesboutault|benoithamon|ddouillet|chantal_jouanno|anne_hidalgo|jbmenguy75015|brigitte_kuster|gpoiraultgauvin|vpecresse|nk_m|philippe_goujon|flefebvre_rf|pybournazel|geoffroyboulard",375162520,"Delphine Bürkli","dburkli","2011-09-17T16:25:35","Paris",3600,,,"http://www.delphineburkli.fr","fr","Maire du 9e arrondissement de #Paris",4694,25,5383,,686,130,true,,,,,,,"B2DFDA","http://abs.twimg.com/images/themes/theme13/bg.gif","https://abs.twimg.com/images/themes/theme13/bg.gif",,"http://pbs.twimg.com/profile_images/436628592030908417/Mnru7Og6_normal.jpeg","https://pbs.twimg.com/profile_images/436628592030908417/Mnru7Og6_normal.jpeg","93A644",,"EEEEEE","FFFFFF","333333",true
"DOUILLET","David","@DDouillet","Conseil régional d'IdF","ddouillet","claudegoasguen|bernard_debre|datirachida|jf_lamour|philippe_goujon|flefebvre_rf|vpecresse|nk_m",116025332,"David Douillet","DDouillet","2010-02-20T21:36:43","Paris",3600,,true,"http://www.daviddouillet.fr","fr","Député des Yvelines, ancien ministre.",511,3,15292,,231,517,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/2220632683/David_Douillet_-_portrait_profil_normal.jpg","https://pbs.twimg.com/profile_images/2220632683/David_Douillet_-_portrait_profil_normal.jpg","0084B4",,"C0DEED","DDEEF6","333333",true
"PAWLIK","Déborah","@deborahpawlik","Conseil de Paris","deborahpawlik","c_najdovski|brunobeschizza|yvespdb|jdbrg|pauriacombe|geoffroydidier|egregoire|celia_blauel|lecuyercatherin|fvauglin|paidenbaum|geoffroyboulard|ianbrossat|philippeducloux|pklugman|baratti_elbaz|atachene|olga_johnson|nathfanfant|cbe16|julieboillot|paulineveron|carine_petit|francoisdagnaud|atanaseparis20|pierregaboriau|ddouillet|honore18e|jdhauteserre|yannwehrling|alix_bougeret|maudgatel|brigitte_kuster|hodentt|vmontandon|myriamelkhomri|jlmissika|fmehal|desarnez|floberthout_05|edithgallois|erichelard|fpechenard|yaminabenguigui|a_vesperini|jp_lecoq|jbmenguy75015|jf_lamour|lellouchepierre|claudegoasguen|mpdelagontrie|jeromedubus|franckmargain|marielaureharel|jvplace|sve83|jeanlucromero|anne_hidalgo|bernard_debre|fredvalletoux|datirachida|julienbayou|philippe_goujon|l_lafon|rkaroutchi|dburkli|brunojulliard|catherine_dumas|flefebvre_rf|gpoiraultgauvin|pybournazel|vincentroger754|adefressenel|acordebard|vpecresse|chantal_jouanno|durovray|beaudetstephane|remiferaud|nk_m|ramayade",268871100,"déborah pawlik","deborahpawlik","2011-03-19T16:53:26",,,,,,"fr","Conseiller de Paris - 10e arrondissement  - Porte-parole primaires @nkm_paris, relais du projet",4026,291,1923,,1101,46,,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/3623581261/9bede4b75bf0bcc60247da3360de4f54_normal.jpeg","https://pbs.twimg.com/profile_images/3623581261/9bede4b75bf0bcc60247da3360de4f54_normal.jpeg","0084B4",,"C0DEED","DDEEF6","333333",true
"DUBREUIL","Pierre","@democratep","Conseil régional d'IdF","democratep","julienbayou",524456078,"dubreuil pierre","democratep","2012-03-14T15:32:18",,,,,"http://www.democraties-participatives.org","fr","",90,,22,,75,1,,,,,,,,"ACDED6","http://abs.twimg.com/images/themes/theme18/bg.gif","https://abs.twimg.com/images/themes/theme18/bg.gif",,"http://pbs.twimg.com/profile_images/1991397567/photopierre_normal.jpg","https://pbs.twimg.com/profile_images/1991397567/photopierre_normal.jpg","038543",,"EEEEEE","F6F6F6","333333",true
"SARNEZ (de)","Marielle","@desarnez","Conseil de Paris","desarnez","l_lafon|pybournazel|chantal_jouanno|yvespdb|erichelard|nk_m|fmehal|agovciyan|maudgatel|yannwehrling",303885267,"Marielle de Sarnez","desarnez","2011-05-23T15:42:02","Paris",3600,,true,"http://www.leseuropeens.eu","fr","vice-présidente du @MoDem , députée européenne, présidente de la délégation @les_europeens, secrétaire générale du @pde_edp et vice-présidente de l'@ALDEgroup",1585,1061,7034,,374,332,true,,,,,true,,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/450857862562979841/0AjfPKSB_normal.jpeg","https://pbs.twimg.com/profile_images/450857862562979841/0AjfPKSB_normal.jpeg","0084B4",,"C0DEED","DDEEF6","333333",true
"GABRIEL","Denis","@dgabriel92","Conseil régional d'IdF","dgabriel92","geoffroydidier|rezeg_hamida|jdhauteserre|flefebvre_rf|rkaroutchi|vincentroger754|beaudetstephane|catherine_dumas|jushbb|jp_lecoq|a_vesperini|karampatrick|nathfanfant|gpoiraultgauvin|mdoaeschlimann|hodentt|sdeschiens|gillesbattailt|mpbadre|atachene|vpecresse",2345708660,"Denis GABRIEL","dgabriel92","2014-02-15T20:36:08","Pacific Time (US & Canada)",-25200,,,"http://denis-gabriel.fr","fr","Conseiller Régional d'île-de-France (@Repidf), Conseiller Municipal Délegué #Rueil (@villederueil) #Sécurité #Logement #Habitat #Prévention",466,57,4309,,3152,47,,,,,,,,"18A8F0","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",,"http://pbs.twimg.com/profile_images/434789800625704960/mZcUt-7h_normal.jpeg","https://pbs.twimg.com/profile_images/434789800625704960/mZcUt-7h_normal.jpeg","3B94D9",,"FFFFFF","DDEEF6","333333",
